"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/31/2017","AQS","450290002","2","0.026","ppm","24","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/01/2017","AQS","450290002","2","0.037","ppm","34","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/02/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/03/2017","AQS","450290002","2","0.041","ppm","38","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/04/2017","AQS","450290002","2","0.028","ppm","26","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/05/2017","AQS","450290002","2","0.019","ppm","18","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/06/2017","AQS","450290002","2","0.028","ppm","26","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/07/2017","AQS","450290002","2","0.034","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/08/2017","AQS","450290002","2","0.04","ppm","37","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/09/2017","AQS","450290002","2","0.041","ppm","38","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/10/2017","AQS","450290002","2","0.045","ppm","42","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/11/2017","AQS","450290002","2","0.037","ppm","34","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/12/2017","AQS","450290002","2","0.045","ppm","42","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/13/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/14/2017","AQS","450290002","2","0.029","ppm","27","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/15/2017","AQS","450290002","2","0.026","ppm","24","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/16/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/17/2017","AQS","450290002","2","0.036","ppm","33","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/18/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/19/2017","AQS","450290002","2","0.022","ppm","20","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/20/2017","AQS","450290002","2","0.016","ppm","15","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/21/2017","AQS","450290002","2","0.014","ppm","13","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/22/2017","AQS","450290002","2","0.018","ppm","17","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/23/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/24/2017","AQS","450290002","2","0.019","ppm","18","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/25/2017","AQS","450290002","2","0.022","ppm","20","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/26/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/27/2017","AQS","450290002","2","0.04","ppm","37","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/28/2017","AQS","450290002","2","0.049","ppm","45","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"06/29/2017","AQS","450290002","2","0.04","ppm","37","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/03/2017","AQS","450290002","2","0.017","ppm","16","ASHTON","15","88.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/04/2017","AQS","450290002","2","0.033","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/05/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/06/2017","AQS","450290002","2","0.026","ppm","24","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/07/2017","AQS","450290002","2","0.023","ppm","21","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/08/2017","AQS","450290002","2","0.027","ppm","25","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/09/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/10/2017","AQS","450290002","2","0.029","ppm","27","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/26/2017","AQS","450290002","2","0.044","ppm","41","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/27/2017","AQS","450290002","2","0.034","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/28/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/29/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/30/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"07/31/2017","AQS","450290002","2","0.048","ppm","44","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/01/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/02/2017","AQS","450290002","2","0.047","ppm","44","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/03/2017","AQS","450290002","2","0.041","ppm","38","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/04/2017","AQS","450290002","2","0.028","ppm","26","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/05/2017","AQS","450290002","2","0.02","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/06/2017","AQS","450290002","2","0.026","ppm","24","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/07/2017","AQS","450290002","2","0.029","ppm","27","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/08/2017","AQS","450290002","2","0.021","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/09/2017","AQS","450290002","2","0.02","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/23/2017","AQS","450290002","2","0.031","ppm","29","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/24/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/25/2017","AQS","450290002","2","0.027","ppm","25","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/26/2017","AQS","450290002","2","0.037","ppm","34","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/27/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/28/2017","AQS","450290002","2","0.034","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/29/2017","AQS","450290002","2","0.026","ppm","24","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/30/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"08/31/2017","AQS","450290002","2","0.031","ppm","29","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/01/2017","AQS","450290002","2","0.02","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/02/2017","AQS","450290002","2","0.035","ppm","32","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/03/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/04/2017","AQS","450290002","2","0.044","ppm","41","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/05/2017","AQS","450290002","2","0.032","ppm","30","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/20/2017","AQS","450290002","2","0.042","ppm","39","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/21/2017","AQS","450290002","2","0.042","ppm","39","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/22/2017","AQS","450290002","2","0.053","ppm","49","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/23/2017","AQS","450290002","2","0.049","ppm","45","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/24/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/25/2017","AQS","450290002","2","0.036","ppm","33","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/26/2017","AQS","450290002","2","0.032","ppm","30","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/27/2017","AQS","450290002","2","0.04","ppm","37","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/28/2017","AQS","450290002","2","0.051","ppm","47","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/29/2017","AQS","450290002","2","0.046","ppm","43","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"09/30/2017","AQS","450290002","2","0.046","ppm","43","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/01/2017","AQS","450290002","2","0.037","ppm","34","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/02/2017","AQS","450290002","2","0.037","ppm","34","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/03/2017","AQS","450290002","2","0.038","ppm","35","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/04/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/05/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/06/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/07/2017","AQS","450290002","2","0.022","ppm","20","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/08/2017","AQS","450290002","2","0.02","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/09/2017","AQS","450290002","2","0.019","ppm","18","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/10/2017","AQS","450290002","2","0.019","ppm","18","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/11/2017","AQS","450290002","2","0.021","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/12/2017","AQS","450290002","2","0.022","ppm","20","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/13/2017","AQS","450290002","2","0.021","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/14/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/15/2017","AQS","450290002","2","0.033","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/16/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/17/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/18/2017","AQS","450290002","2","0.04","ppm","37","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/19/2017","AQS","450290002","2","0.038","ppm","35","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/20/2017","AQS","450290002","2","0.045","ppm","42","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/21/2017","AQS","450290002","2","0.041","ppm","38","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/22/2017","AQS","450290002","2","0.033","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/23/2017","AQS","450290002","2","0.021","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/24/2017","AQS","450290002","2","0.036","ppm","33","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/25/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/26/2017","AQS","450290002","2","0.04","ppm","37","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/27/2017","AQS","450290002","2","0.046","ppm","43","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/28/2017","AQS","450290002","2","0.041","ppm","38","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/29/2017","AQS","450290002","2","0.028","ppm","26","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/30/2017","AQS","450290002","2","0.035","ppm","32","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"10/31/2017","AQS","450290002","2","0.049","ppm","45","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/01/2017","AQS","450290002","2","0.041","ppm","38","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/02/2017","AQS","450290002","2","0.036","ppm","33","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/03/2017","AQS","450290002","2","0.04","ppm","37","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/04/2017","AQS","450290002","2","0.043","ppm","40","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/05/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/06/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/07/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/08/2017","AQS","450290002","2","0.009","ppm","8","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/09/2017","AQS","450290002","2","0.006","ppm","6","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/10/2017","AQS","450290002","2","0.035","ppm","32","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/11/2017","AQS","450290002","2","0.036","ppm","33","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/12/2017","AQS","450290002","2","0.032","ppm","30","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/13/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/14/2017","AQS","450290002","2","0.033","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/15/2017","AQS","450290002","2","0.036","ppm","33","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/16/2017","AQS","450290002","2","0.037","ppm","34","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/17/2017","AQS","450290002","2","0.034","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/18/2017","AQS","450290002","2","0.045","ppm","42","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/19/2017","AQS","450290002","2","0.032","ppm","30","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/20/2017","AQS","450290002","2","0.033","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/21/2017","AQS","450290002","2","0.031","ppm","29","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/22/2017","AQS","450290002","2","0.03","ppm","28","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/23/2017","AQS","450290002","2","0.021","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/24/2017","AQS","450290002","2","0.035","ppm","32","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/25/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"11/26/2017","AQS","450290002","2","0.039","ppm","36","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/14/2017","AQS","450290002","2","0.031","ppm","29","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/15/2017","AQS","450290002","2","0.031","ppm","29","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/16/2017","AQS","450290002","2","0.024","ppm","22","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/17/2017","AQS","450290002","2","0.035","ppm","32","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/18/2017","AQS","450290002","2","0.025","ppm","23","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/19/2017","AQS","450290002","2","0.034","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/20/2017","AQS","450290002","2","0.022","ppm","20","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/21/2017","AQS","450290002","2","0.028","ppm","26","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/22/2017","AQS","450290002","2","0.029","ppm","27","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/23/2017","AQS","450290002","2","0.027","ppm","25","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/24/2017","AQS","450290002","2","0.02","ppm","19","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/25/2017","AQS","450290002","2","0.028","ppm","26","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/26/2017","AQS","450290002","2","0.031","ppm","29","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/27/2017","AQS","450290002","2","0.027","ppm","25","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/28/2017","AQS","450290002","2","0.027","ppm","25","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
"12/29/2017","AQS","450290002","2","0.033","ppm","31","ASHTON","17","100.0000","44201","Ozone","47500","Walterboro, SC","45","South Carolina","029","Colleton","33.0078660008624","-80.965038"
